Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A916CMC7	unreviewed	Periplasmic heavy metal sensor	2484252	Myxococcaceae bacterium	195	PF13801	39..149
A0A916CNI9	unreviewed	Periplasmic heavy metal sensor	2484252	Myxococcaceae bacterium	153	PF13801	16..134
A0A916D1Y8	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	194	PF13801	64..168
A0A916F2S0	unreviewed	Periplasmic heavy metal sensor	260707	Olavius algarvensis Delta 4 endosymbiont	155	PF13801	16..136
A0A916LK62	unreviewed	Protein refolding chaperone Spy/CpxP family	1643429	Kryptobacter tengchongensis	164	PF13801	46..131
A0A916M864	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	178	PF13801	12..144
A0A916QKY1	unreviewed	Signaling pathway modulator ZraP	1768907	Pseudohongiella nitratireducens	167	PF13801	15..139
A0A916QSY7	unreviewed	Periplasmic heavy metal sensor	2035344	Amylibacter cionae	160	PF13801	20..139
A0A916RNL4	unreviewed	Periplasmic heavy metal sensor	2040573	Edaphobacter acidisoli	160	PF13801	9..135
A0A916RZM6	unreviewed	Periplasmic heavy metal sensor	2040573	Edaphobacter acidisoli	187	PF13801	62..147
A0A916TAF1	unreviewed	Heavy metal resistance protein	1779358	Sphingomonas metalli	146	PF13801	14..131
A0A916TFT8	unreviewed	Heavy metal resistance protein	1779358	Sphingomonas metalli	146	PF13801	12..130
A0A916VMB5	unreviewed	Periplasmic heavy metal sensor	2720165	Okeania sp. KiyG1	154	PF13801	48..138
A0A916X9W7	unreviewed	Periplasmic heavy metal sensor	1224302	Undibacterium terreum	175	PF13801	47..164
A0A916XTI2	unreviewed	Periplasmic heavy metal sensor	1776957	Aureimonas glaciei	125	PF13801	49..123
A0A916YF91	unreviewed	Periplasmic heavy metal sensor	1537369	Emticicia aquatilis	177	PF13801	17..130
A0A916YM42	unreviewed	Heavy metal resistance protein	1703341	Croceicoccus pelagius	144	PF13801	9..129
A0A916YTK9	unreviewed	Heavy metal resistance protein	1703339	Croceicoccus mobilis	146	PF13801	11..129
A0A916ZSM3	unreviewed	Periplasmic heavy metal sensor	1614636	Polymorphobacter glacialis	183	PF13801	32..144
A0A916ZT97	unreviewed	Periplasmic heavy metal sensor	1614636	Polymorphobacter glacialis	146	PF13801	12..131
A0A917AKY0	unreviewed	Heavy-metal resistance	2029103	Actibacterium pelagium	174	PF13801	22..148
A0A917DQT7	unreviewed	Heavy metal resistance protein	1703339	Croceicoccus mobilis	144	PF13801	9..127
A0A917EB69	unreviewed	Periplasmic heavy metal sensor	1614636	Polymorphobacter glacialis	146	PF13801	12..131
A0A917EDZ7	unreviewed	Heavy-metal resistance	1387277	Primorskyibacter flagellatus	181	PF13801	28..149
A0A917F8Y9	unreviewed	Periplasmic heavy metal sensor	980631	Azorhizobium oxalatiphilum	169	PF13801	20..146
A0A917KXW4	unreviewed	Periplasmic heavy metal sensor	287609	Neoroseomonas lacus	161	PF13801	16..151
A0A917NAS9	unreviewed	Signaling pathway modulator ZraP	1642821	Shewanella gelidii	159	PF13801	11..139
A0A917W9F7	unreviewed	Heavy-metal resistance	375761	Pseudooceanicola nanhaiensis	169	PF13801	21..145
A0A917YHT1	unreviewed	Periplasmic heavy metal sensor	490185	Gemmobacter aquaticus	181	PF13801	36..156
A0A918IZ05	unreviewed	Periplasmic heavy metal sensor	1054497	Gemmobacter lanyuensis	164	PF13801	16..138
A0A918MY57	unreviewed	Zinc resistance-associated protein	797535	Advenella faeciporci	149	PF13801	13..127
A0A918P2W6	unreviewed	Spy/CpxP family protein refolding chaperone	1225769	Paludibacterium paludis	155	PF13801	16..143
A0A918PH50	unreviewed	Heavy metal resistance protein	1256513	Novosphingobium colocasiae	155	PF13801	10..131
A0A918QH86	unreviewed	Periplasmic heavy metal sensor	1395890	Asticcacaulis endophyticus	180	PF13801	14..135
A0A918T373	unreviewed	Signaling pathway modulator ZraP	543356	Lysobacter bugurensis	164	PF13801	16..154
A0A918TN90	unreviewed	Periplasmic heavy metal sensor	875041	Gemmobacter tilapiae	163	PF13801	24..145
A0A918XQH7	unreviewed	Periplasmic heavy metal sensor	1633335	Thalassobaculum fulvum	164	PF13801	14..146
A0A919ALK4	unreviewed	Periplasmic heavy metal sensor	1735581	Kordiimonas sediminis	174	PF13801	14..138
A0A919HY66	unreviewed	Zinc resistance-associated protein	573	Klebsiella pneumoniae	145	PF13801	6..124
A0A919I3D5	unreviewed	Periplasmic heavy metal sensor	2774202	Cytophagales bacterium WSM2-2	163	PF13801	13..138
A0A920U8G1	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	175	PF13801	39..133
A0A920UT92	unreviewed	Signaling pathway modulator ZraP	1913989	Gammaproteobacteria bacterium	172	PF13801	13..134
A0A921AVH9	unreviewed	Periplasmic heavy metal sensor	1903261	Mailhella massiliensis	155	PF13801	10..121
A0A921AXV1	unreviewed	Periplasmic heavy metal sensor	1903261	Mailhella massiliensis	181	PF13801	34..146
A0A922VBR1	unreviewed	Periplasmic heavy metal sensor	2068624	Zymomonas sp.	145	PF13801	9..129
A0A922VRI8	unreviewed	Periplasmic heavy metal sensor	1062	Rhodobacter sp.	172	PF13801	35..134
A0A922W2X6	unreviewed	Periplasmic heavy metal sensor	2053492	Accumulibacter sp.	157	PF13801	12..136
A0A922W8F6	unreviewed	Periplasmic heavy metal sensor	1871086	Brevundimonas sp.	95	PF13801	3..67
A0A922X4Z7	unreviewed	Periplasmic heavy metal sensor	2053492	Accumulibacter sp.	193	PF13801	13..155
A0A922ZEY8	unreviewed	Periplasmic heavy metal sensor	2067991	Chlorobiaceae bacterium	172	PF13801	8..124
A0A922ZF43	unreviewed	Periplasmic heavy metal sensor	2021368	Alcaligenaceae bacterium	169	PF13801	18..140
A0A922ZFS7	unreviewed	Periplasmic heavy metal sensor	2067991	Chlorobiaceae bacterium	183	PF13801	17..141
A0A923ALQ7	unreviewed	Periplasmic heavy metal sensor	1872519	Anaerolinea sp.	148	PF13801	16..133
A0A923AT07	unreviewed	Periplasmic heavy metal sensor	2053492	Accumulibacter sp.	206	PF13801	26..168
A0A923AV29	unreviewed	Heavy metal resistance protein	1871086	Brevundimonas sp.	145	PF13801	11..129
A0A923B7U1	unreviewed	Heavy metal resistance protein	1042	Erythrobacter sp.	146	PF13801	8..131
A0A923B969	unreviewed	Heavy metal resistance protein	1042	Erythrobacter sp.	146	PF13801	12..131
A0A923C1B0	unreviewed	Periplasmic heavy metal sensor	87	Hyphomonas sp.	178	PF13801	15..138
A0A923C1M2	unreviewed	Heavy metal resistance protein	87	Hyphomonas sp.	144	PF13801	10..129
A0A923CIB9	unreviewed	Periplasmic heavy metal sensor	2067991	Chlorobiaceae bacterium	165	PF13801	34..136
A0A923CZ94	unreviewed	Periplasmic heavy metal sensor	1962908	Gemmatimonas sp.	191	PF13801	9..128
A0A923CZD7	unreviewed	Periplasmic heavy metal sensor	1962908	Gemmatimonas sp.	160	PF13801	33..144
A0A923D2K8	unreviewed	Periplasmic heavy metal sensor	48412	Syntrophus sp. (in: bacteria)	170	PF13801	7..139
A0A923DE89	unreviewed	Periplasmic heavy metal sensor	1965233	Odoribacter sp.	177	PF13801	50..146
A0A923DM53	unreviewed	Periplasmic heavy metal sensor	48412	Syntrophus sp. (in: bacteria)	119	PF13801	2..69
A0A923EFM0	unreviewed	Periplasmic heavy metal sensor	2027861	Desulfosarcina sp.	100	PF13801	3..74
A0A923Y463	unreviewed	Periplasmic heavy metal sensor	1934400	Pseudorhodobacter sp.	168	PF13801	20..118
A0A923Z919	unreviewed	Periplasmic heavy metal sensor	1916663	Sandarakinorhabdus sp.	146	PF13801	9..131
A0A923ZD64	unreviewed	Heavy metal resistance protein	1916663	Sandarakinorhabdus sp.	146	PF13801	9..131
A0A924BCY0	unreviewed	Periplasmic heavy metal sensor	2762020	Candidatus Sericytochromatia bacterium	147	PF13801	26..136
A0A924DV11	unreviewed	Periplasmic heavy metal sensor	2762020	Candidatus Sericytochromatia bacterium	141	PF13801	17..128
A0A924DZ83	unreviewed	Periplasmic heavy metal sensor	2762020	Candidatus Sericytochromatia bacterium	156	PF13801	9..147
A0A924JKU0	unreviewed	Periplasmic heavy metal sensor	1926292	Tardiphaga sp.	147	PF13801	17..140
A0A924N2N7	unreviewed	Heavy metal resistance protein	78	Caulobacter sp.	146	PF13801	8..131
A0A924N4A7	unreviewed	Heavy metal resistance protein	78	Caulobacter sp.	146	PF13801	15..131
A0A924NIN3	unreviewed	Periplasmic heavy metal sensor	1934400	Pseudorhodobacter sp.	176	PF13801	30..153
A0A924PK80	unreviewed	Periplasmic heavy metal sensor	2051956	Methylotenera sp.	210	PF13801	66..168
A0A924RVT5	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	195	PF13801	19..138
A0A924T3N7	unreviewed	Periplasmic heavy metal sensor	2051956	Methylotenera sp.	168	PF13801	24..149
A0A924U5W1	unreviewed	Periplasmic heavy metal sensor	1909292	Rhizobacter sp.	177	PF13801	14..147
A0A924VWQ0	unreviewed	Periplasmic heavy metal sensor	2026748	Hyphomonadaceae bacterium	164	PF13801	14..141
A0A924Z4V2	unreviewed	Periplasmic heavy metal sensor	2030806	Burkholderiaceae bacterium	202	PF13801	65..174
A0A925AV64	unreviewed	Periplasmic heavy metal sensor	2030816	Methylophilaceae bacterium	101	PF13801	2..76
A0A925C4I9	unreviewed	Periplasmic heavy metal sensor	82	Hyphomicrobium sp.	158	PF13801	21..146
A0A925CM28	unreviewed	Periplasmic heavy metal sensor	2026770	Nitrospiraceae bacterium	192	PF13801	19..146
A0A925CM63	unreviewed	Periplasmic heavy metal sensor	2026770	Nitrospiraceae bacterium	206	PF13801	43..157
A0A925ELB5	unreviewed	Periplasmic heavy metal sensor	2812629	Gloeobacterales cyanobacterium ES-bin-313	141	PF13801	12..121
A0A925GTD4	unreviewed	Periplasmic heavy metal sensor	2212468	Bryobacteraceae bacterium	157	PF13801	9..131
A0A925GUW8	unreviewed	Periplasmic heavy metal sensor	2212468	Bryobacteraceae bacterium	147	PF13801	7..125
A0A925GY67	unreviewed	Periplasmic heavy metal sensor	2212468	Bryobacteraceae bacterium	176	PF13801	44..129
A0A925HB30	unreviewed	Periplasmic heavy metal sensor	2283092	Pyrinomonadaceae bacterium	217	PF13801	18..144
A0A925HCH5	unreviewed	Periplasmic heavy metal sensor	2283092	Pyrinomonadaceae bacterium	154	PF13801	16..135
A0A925HT85	unreviewed	Periplasmic heavy metal sensor	1869212	Chitinophagaceae bacterium	169	PF13801	23..138
A0A925J970	unreviewed	Periplasmic heavy metal sensor	2026741	Gemmatimonadaceae bacterium	146	PF13801	9..135
A0A925N4Z6	unreviewed	Signaling pathway modulator ZraP	1873125	Luteimonas sp.	179	PF13801	71..157
A0A925NGD2	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	184	PF13801	80..183
A0A925NIQ1	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	145	PF13801	10..129
A0A925NJW7	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	233	PF13801	88..193
A0A925NKV1	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	180	PF13801	46..146
A0A925NRE0	unreviewed	Periplasmic heavy metal sensor	2052166	Candidatus Melainabacteria bacterium	228	PF13801	82..200
A0A925Q1E4	unreviewed	Signaling pathway modulator ZraP	2689616	Steroidobacteraceae bacterium	161	PF13801	19..151
A0A925QCF6	unreviewed	Periplasmic heavy metal sensor	2283092	Pyrinomonadaceae bacterium	192	PF13801	25..137
A0A925QLP6	unreviewed	Periplasmic heavy metal sensor	50259	Rubrivivax sp.	194	PF13801	76..163
A0A925S3I4	unreviewed	Periplasmic heavy metal sensor	1909292	Rhizobacter sp.	186	PF13801	69..165
A0A925TF36	unreviewed	Periplasmic heavy metal sensor	1909294	Hyphomicrobiales bacterium	163	PF13801	23..147
A0A925U532	unreviewed	Periplasmic heavy metal sensor	1909294	Hyphomicrobiales bacterium	149	PF13801	18..140
A0A925WF21	unreviewed	Periplasmic heavy metal sensor	2026801	Verrucomicrobiales bacterium	161	PF13801	12..132
A0A925X211	unreviewed	Periplasmic heavy metal sensor	2026778	Phycisphaerae bacterium	180	PF13801	9..133
A0A925XUC4	unreviewed	Periplasmic heavy metal sensor	2812628	Gloeobacterales cyanobacterium ES-bin-141	131	PF13801	5..122
A0A925ZNN5	unreviewed	Periplasmic heavy metal sensor	2545255	Nannocystaceae bacterium	158	PF13801	26..137
A0A926B4H0	unreviewed	Heavy metal resistance protein	2026801	Verrucomicrobiales bacterium	156	PF13801	5..131
A0A926BF56	unreviewed	Periplasmic heavy metal sensor	2033014	Armatimonadota bacterium	134	PF13801	15..91
A0A926FLK8	unreviewed	Periplasmic heavy metal sensor	2651171	Thermoanaerobaculia bacterium	89	PF13801	15..88
A0A926XMY0	unreviewed	Periplasmic heavy metal sensor	2692846	Oscillatoria sp. FACHB-1406	150	PF13801	12..122
A0A927ARK8	unreviewed	Periplasmic heavy metal sensor	2771354	Spirosoma profusum	181	PF13801	14..137
A0A927D3B8	unreviewed	Periplasmic heavy metal sensor	2766981	Sulfitobacter aestuariivivens	166	PF13801	20..144
A0A927GXU8	unreviewed	Signaling pathway modulator ZraP	2760804	Spongiibacter pelagi	169	PF13801	13..130
A0A927HV66	unreviewed	Zinc resistance-associated protein	573	Klebsiella pneumoniae	191	PF13801	52..170
A0A927JKS1	unreviewed	Heavy metal resistance protein	2775282	Sphingomonas sp. CFBP 8760	146	PF13801	10..132
A0A927PPX3	unreviewed	Heavy metal resistance protein	2775282	Sphingomonas sp. CFBP 8760	146	PF13801	12..130
A0A928RW21	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	164	PF13801	12..133
A0A928SML7	unreviewed	Periplasmic heavy metal sensor	2268199	Polyangiaceae bacterium	171	PF13801	10..142
A0A928T0M6	unreviewed	Periplasmic heavy metal sensor	2268199	Polyangiaceae bacterium	156	PF13801	9..134
A0A928T9L5	unreviewed	Periplasmic heavy metal sensor	2026800	Verrucomicrobiaceae bacterium	154	PF13801	19..140
A0A928UQU8	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	148	PF13801	9..136
A0A928X9L3	unreviewed	PDZ domain-containing protein	2026735	Deltaproteobacteria bacterium	327	PF13801	184..294
A0A928XRN2	unreviewed	Periplasmic heavy metal sensor	2268199	Polyangiaceae bacterium	163	PF13801	31..142
A0A928YKV1	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	148	PF13801	9..136
A0A929ALP7	unreviewed	Periplasmic heavy metal sensor	2777969	Coleofasciculus sp. LEGE 07092	149	PF13801	50..135
A0A929C3Q5	unreviewed	Periplasmic heavy metal sensor	1898104	Bacteroidota bacterium	182	PF13801	17..140
A0A929C873	unreviewed	Periplasmic heavy metal sensor	1898104	Bacteroidota bacterium	184	PF13801	15..131
A0A929D2T6	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	177	PF13801	63..167
A0A929DV65	unreviewed	Periplasmic heavy metal sensor	1898104	Bacteroidota bacterium	188	PF13801	12..148
A0A929EFV3	unreviewed	PDZ domain-containing protein	1977087	Pseudomonadota bacterium	291	PF13801	190..284
A0A929EPK9	unreviewed	Zinc resistance-associated protein	1977087	Pseudomonadota bacterium	186	PF13801	11..125
A0A929G5Q7	unreviewed	Periplasmic heavy metal sensor	1898104	Bacteroidota bacterium	168	PF13801	17..144
A0A929HZ55	unreviewed	Zinc resistance-associated protein	1977087	Pseudomonadota bacterium	166	PF13801	14..146
A0A929IYR9	unreviewed	Zinc resistance-associated protein	1977087	Pseudomonadota bacterium	147	PF13801	13..134
A0A929KN50	unreviewed	Periplasmic heavy metal sensor	2571211	Acetobacteraceae bacterium H6797	144	PF13801	17..134
A0A929KQR4	unreviewed	Periplasmic heavy metal sensor	2571211	Acetobacteraceae bacterium H6797	149	PF13801	15..137
A0A929NES3	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	145	PF13801	11..128
A0A929NJC0	unreviewed	Periplasmic heavy metal sensor	1977087	Pseudomonadota bacterium	163	PF13801	10..132
A0A929NTZ0	unreviewed	Zinc resistance-associated protein	1977087	Pseudomonadota bacterium	168	PF13801	16..142
A0A930SW80	unreviewed	Periplasmic heavy metal sensor	2762020	Candidatus Sericytochromatia bacterium	140	PF13801	13..129
A0A930U2P2	unreviewed	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein	2747801	Gloeomargaritaceae cyanobacterium C42_A2020_066	189	PF13801	34..153
A0A931CPM2	unreviewed	Zinc resistance-associated protein	115781	Desulfotignum balticum	174	PF13801	10..125
A0A931GA32	unreviewed	Signaling pathway modulator ZraP	2758695	Pseudomonas chaetocerotis	137	PF13801	7..92
A0A931IVV8	unreviewed	Periplasmic heavy metal sensor	2795030	Inhella gelatinilytica	161	PF13801	9..138
A0A931J0C6	unreviewed	Periplasmic heavy metal sensor	2795029	Inhella proteolytica	162	PF13801	9..134
A0A931K5T5	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	189	PF13801	14..144
A0A931KZG2	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	211	PF13801	11..145
A0A931LCS3	unreviewed	Periplasmic heavy metal sensor	2053607	Candidatus Rokuibacteriota bacterium	257	PF13801	18..166
A0A931NYV1	unreviewed	Periplasmic heavy metal sensor	1913988	Alphaproteobacteria bacterium	144	PF13801	7..131
A0A931PGZ8	unreviewed	Heavy-metal resistance	2211665	Limimaricola sp.	164	PF13801	20..141
A0A931QZD8	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	188	PF13801	30..142
A0A931R519	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	189	PF13801	64..164
A0A931R9H8	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	110	PF13801	6..93
A0A931RZN1	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	164	PF13801	6..132
A0A931SJ23	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	216	PF13801	62..171
A0A931SJD8	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	201	PF13801	7..150
A0A931SKH2	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	136	PF13801	13..130
A0A931SZ87	unreviewed	Periplasmic heavy metal sensor	2033014	Armatimonadota bacterium	160	PF13801	9..132
A0A931T4S5	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	147	PF13801	14..134
A0A931T5D2	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	157	PF13801	12..136
A0A931T5U5	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	185	PF13801	84..173
A0A931T8C6	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	160	PF13801	5..127
A0A931TH84	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	154	PF13801	15..137
A0A931ULK2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	159	PF13801	11..133
A0A931URT9	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	198	PF13801	38..152
A0A931VBA3	unreviewed	Periplasmic heavy metal sensor	1932692	Lentisphaerota bacterium	170	PF13801	36..143
A0A931VWU9	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	168	PF13801	7..125
A0A931X897	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	147	PF13801	5..124
A0A931XZD5	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	363	PF13801	190..299
A0A931Y8J1	unreviewed	Periplasmic heavy metal sensor	2035772	Omnitrophica bacterium	153	PF13801	6..122
A0A931YGR1	unreviewed	Periplasmic heavy metal sensor	2053607	Candidatus Rokuibacteriota bacterium	191	PF13801	60..170
A0A931YWU1	unreviewed	Periplasmic heavy metal sensor	2053607	Candidatus Rokuibacteriota bacterium	205	PF13801	80..183
A0A932A9G9	unreviewed	Periplasmic heavy metal sensor	658062	Candidatus Korobacter versatilis	173	PF13801	14..135
A0A932AA43	unreviewed	Periplasmic heavy metal sensor	658062	Candidatus Korobacter versatilis	195	PF13801	9..162
A0A932ASM0	unreviewed	Periplasmic heavy metal sensor	1909294	Hyphomicrobiales bacterium	159	PF13801	21..143
A0A932BES4	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	193	PF13801	61..174
A0A932CC59	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	148	PF13801	18..128
A0A932CN71	unreviewed	Periplasmic heavy metal sensor	2528274	Tectomicrobia bacterium	164	PF13801	6..137
A0A932D4L3	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	166	PF13801	13..133
A0A932D6B6	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	153	PF13801	12..133
A0A932DBE7	unreviewed	Periplasmic heavy metal sensor	2026799	Verrucomicrobiota bacterium	331	PF13801	19..142
A0A932DGC4	unreviewed	Periplasmic heavy metal sensor	2033014	Armatimonadota bacterium	160	PF13801	9..132
A0A932FMJ2	unreviewed	Heavy metal resistance protein	2026771	Opitutia bacterium	142	PF13801	6..127
A0A932G048	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	157	PF13801	23..102
A0A932GQ13	unreviewed	Periplasmic heavy metal sensor	2528274	Tectomicrobia bacterium	170	PF13801	43..149
A0A932GSJ7	unreviewed	Periplasmic heavy metal sensor	2528274	Tectomicrobia bacterium	189	PF13801	16..150
A0A932GXL5	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	185	PF13801	78..160
A0A932HIZ9	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	93	PF13801	6..81
A0A932HL49	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	166	PF13801	5..134
A0A932HN63	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	128	PF13801	19..106
A0A932HND4	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	180	PF13801	15..139
A0A932HNK5	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	179	PF13801	15..139
A0A932HPC8	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	174	PF13801	12..128
A0A932I0S5	unreviewed	Periplasmic heavy metal sensor	2528274	Tectomicrobia bacterium	181	PF13801	76..159
A0A932K0G4	unreviewed	Periplasmic heavy metal sensor	2026769	Nitrospinota bacterium	167	PF13801	7..130
A0A932KD69	unreviewed	Periplasmic heavy metal sensor	2026769	Nitrospinota bacterium	157	PF13801	8..131
A0A932KXV6	unreviewed	Periplasmic heavy metal sensor	31872	Magnetospirillum sp.	155	PF13801	13..137
A0A932LF50	unreviewed	Periplasmic heavy metal sensor	2026780	Planctomycetota bacterium	217	PF13801	65..169
A0A932LMM7	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	160	PF13801	15..137
A0A932LMN5	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	197	PF13801	66..152
A0A932M4S2	unreviewed	Zinc resistance-associated protein	1891241	Betaproteobacteria bacterium	157	PF13801	12..136
A0A932ME23	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	236	PF13801	11..151
A0A932MV86	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	173	PF13801	12..147
A0A932N5I3	unreviewed	Periplasmic heavy metal sensor	1891238	Burkholderiales bacterium	185	PF13801	57..160
A0A932PR87	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	184	PF13801	11..147
A0A932R0A9	unreviewed	Periplasmic heavy metal sensor	2750080	Candidatus Sungiibacteriota bacterium	164	PF13801	12..134
A0A932R8E6	unreviewed	Periplasmic heavy metal sensor	2282142	Terriglobales bacterium	163	PF13801	12..136
A0A932RDU8	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	164	PF13801	18..130
A0A932RMC6	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	156	PF13801	5..126
A0A932RS28	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	192	PF13801	65..151
A0A932RSM3	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	219	PF13801	73..179
A0A932SI46	unreviewed	Periplasmic heavy metal sensor	2932367	Candidatus Manganitrophaceae bacterium	231	PF13801	47..161
A0A932TST6	unreviewed	Periplasmic heavy metal sensor	2033014	Armatimonadota bacterium	212	PF13801	9..161
A0A932UPD7	unreviewed	Periplasmic heavy metal sensor	2035771	Candidatus Lambdaproteobacteria bacterium	201	PF13801	61..167
A0A932UT48	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	144	PF13801	5..132
A0A932UY25	unreviewed	Periplasmic heavy metal sensor	2035772	Omnitrophica bacterium	131	PF13801	9..93
A0A932UYN9	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	332	PF13801	32..152
A0A932W0T9	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	162	PF13801	24..129
A0A932XK06	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	176	PF13801	76..161
A0A932XLP8	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	132	PF13801	12..98
A0A932Z853	unreviewed	Periplasmic heavy metal sensor	1891241	Betaproteobacteria bacterium	246	PF13801	10..159
A0A933BAI3	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	120	PF13801	8..83
A0A933CH09	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	172	PF13801	70..162
A0A933CIL8	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	149	PF13801	11..130
A0A933CJN4	unreviewed	Periplasmic heavy metal sensor	1978231	Acidobacteriota bacterium	248	PF13801	29..134
A0A933FCL5	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	115	PF13801	5..78
A0A933FCU8	unreviewed	Periplasmic heavy metal sensor	2049428	Ignavibacteriales bacterium	162	PF13801	5..117
A0A933FDI6	unreviewed	Periplasmic heavy metal sensor	2026742	Gemmatimonadota bacterium	157	PF13801	7..145
A0A933FHA0	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	207	PF13801	9..128
A0A933FVC2	unreviewed	Periplasmic heavy metal sensor	2026735	Deltaproteobacteria bacterium	168	PF13801	54..146
A0A933FW43	unreviewed	Periplasmic heavy metal sensor	2026749	Ignavibacteriota bacterium	164	PF13801	8..127
A0A933H505	unreviewed	Periplasmic heavy metal sensor	2026780	Planctomycetota bacterium	182	PF13801	67..169
A0A933HFZ5	unreviewed	Periplasmic heavy metal sensor	2026769	Nitrospinota bacterium	157	PF13801	8..123
A0A933HYS3	unreviewed	Periplasmic heavy metal sensor	2030800	Elusimicrobiota bacterium	206	PF13801	9..135
A0A933IC79	unreviewed	Periplasmic heavy metal sensor	2072417	Candidatus Methylomirabilota bacterium	212	PF13801	56..177
